User_ID;UTC_Time;Account;Operation;Coin;Change;Remark
71732789;30/04/2021 01:43;Spot;Staking Rewards;ADA;0.03217776;
71732789;30/04/2021 03:06;Spot;Staking Rewards;MATIC;0.12790259;
71732789;30/04/2021 06:09;Spot;Staking Rewards;IOST;0.61997500;
71732789;01/05/2021 01:41;Spot;Staking Rewards;ADA;0.03217776;
71732789;01/05/2021 02:53;Spot;Staking Rewards;IOST;0.61997500;
71732789;01/05/2021 03:05;Spot;Staking Rewards;MATIC;0.12790259;
71732789;02/05/2021 01:04;Spot;Staking Redemption;MATIC;148.25160000;
71732789;02/05/2021 01:04;Spot;Staking Redemption;IOST;823.17600000;
71732789;02/05/2021 01:08;Spot;Staking Redemption;ADA;53.90000000;
71732789;07/05/2021 00:21;Spot;Launchpool Subscription/Redemption;BNB;0.29370000;Binance Launchpool
71732789;07/05/2021 00:22;Spot;Launchpool Earnings Withdrawal;TLM;2.79742740;Binance Launchpool
71732789;08/05/2021 21:39;Spot;Fee;BNB;-0.00007068;
71732789;08/05/2021 21:39;Spot;Buy;USDT;61.00336060;
71732789;08/05/2021 21:39;Spot;Sell;ETH;-0.01574000;
71732789;13/05/2021 10:42;Spot;Sell;FTM;-97.90000000;
71732789;13/05/2021 10:42;Spot;Buy;USDT;61.43225000;
71732789;13/05/2021 10:42;Spot;Fee;BNB;-0.00007884;
71732789;17/05/2021 19:13;Spot;Fee;BNB;-0.00008883;
71732789;17/05/2021 19:13;Spot;Sell;USDT;-61.12334200;
71732789;17/05/2021 19:13;Spot;Buy;SXP;16.22600000;
71732789;17/05/2021 19:29;Spot;Sell;USDT;-61.70671800;
71732789;17/05/2021 19:29;Spot;Fee;BNB;-0.00008925;
71732789;17/05/2021 19:29;Spot;Buy;TLM;166.82000000;
71732789;19/05/2021 10:41;Spot;Staking Purchase;BNB;-0.29410361;
71732789;21/05/2021 01:46;Spot;Staking Rewards;BNB;0.00028032;
71732789;22/05/2021 01:15;Spot;Staking Rewards;BNB;0.00028032;
71732789;23/05/2021 15:14;Spot;Staking Rewards;BNB;0.00028032;
71732789;24/05/2021 13:17;Spot;Staking Rewards;BNB;0.00028032;
71732789;25/05/2021 02:16;Spot;Staking Rewards;BNB;0.00028032;
71732789;26/05/2021 01:19;Spot;Staking Rewards;BNB;0.00028032;
71732789;27/05/2021 02:19;Spot;Staking Rewards;BNB;0.00028032;
71732789;28/05/2021 02:25;Spot;Staking Rewards;BNB;0.00028032;
71732789;29/05/2021 02:27;Spot;Staking Rewards;BNB;0.00028032;
71732789;30/05/2021 02:34;Spot;Staking Rewards;BNB;0.00028032;
71732789;31/05/2021 02:38;Spot;Staking Rewards;BNB;0.00028032;
71732789;01/06/2021 03:10;Spot;Staking Rewards;BNB;0.00028032;
71732789;02/06/2021 03:19;Spot;Staking Rewards;BNB;0.00028032;
71732789;03/06/2021 03:25;Spot;Staking Rewards;BNB;0.00028032;
71732789;04/06/2021 06:21;Spot;Staking Rewards;BNB;0.00028032;
71732789;05/06/2021 01:56;Spot;Staking Redemption;BNB;0.29410361;
71732789;19/10/2021 03:46;Spot;Airdrop Assets;DON;0.03543848;
71732789;30/10/2021 14:42;Spot;Transaction Revenue;BUSD;55.79600000;
71732789;30/10/2021 14:42;Spot;Transaction Sold;MATIC;-29.60000000;
71732789;30/10/2021 14:52;Spot;Transaction Revenue;BUSD;39.20800000;
71732789;30/10/2021 14:52;Spot;Transaction Sold;MATIC;-20.80000000;
71732789;30/10/2021 14:52;Spot;Transaction Sold;MATIC;-61.40000000;
71732789;30/10/2021 14:52;Spot;Transaction Revenue;BUSD;115.73900000;
71732789;30/10/2021 15:01;Spot;Transaction Fee;BNB;-0.00057867;
71732789;30/10/2021 15:01;Spot;Transaction Sold;LUNA;-9.23000000;
71732789;30/10/2021 15:01;Spot;Transaction Revenue;EUR;346.12500000;
71732789;30/10/2021 15:02;Spot;Transaction Sold;BNB;-0.00600000;
71732789;30/10/2021 15:02;Spot;Transaction Revenue;BUSD;3.10500000;
71732789;30/10/2021 15:02;Spot;Transaction Revenue;BUSD;112.81500000;
71732789;30/10/2021 15:02;Spot;Transaction Sold;BNB;-0.21800000;
71732789;30/10/2021 15:04;Spot;Transaction Revenue;BUSD;1.50800000;
71732789;30/10/2021 15:04;Spot;Transaction Sold;MATIC;-0.80000000;
71732789;07/01/2022 14:49;Spot;Staking Purchase;IOST;-832.47562500;
71732789;08/01/2022 23:48;Spot;Transaction Spend;EUR;-99.89900000;
71732789;08/01/2022 23:48;Spot;Transaction Fee;BNB;-0.00019747;
71732789;08/01/2022 23:48;Spot;Transaction Buy;MATIC;56.60000000;
71732789;09/01/2022 00:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;10/01/2022 00:52;Spot;Staking Rewards;IOST;0.09373675;
71732789;10/01/2022 12:52;Spot;Transaction Buy;SOL;0.83000000;
71732789;10/01/2022 12:52;Spot;Transaction Spend;EUR;-99.60000000;
71732789;10/01/2022 12:52;Spot;Transaction Fee;BNB;-0.00019764;
71732789;10/01/2022 14:20;Spot;Transaction Spend;BUSD;-100.00000000;
71732789;10/01/2022 14:20;Spot;Transaction Buy;ALICE;10.00000000;
71732789;11/01/2022 00:52;Spot;Staking Rewards;IOST;0.09373675;
71732789;12/01/2022 00:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;13/01/2022 00:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;14/01/2022 00:52;Spot;Staking Rewards;IOST;0.09373675;
71732789;15/01/2022 00:52;Spot;Staking Rewards;IOST;0.09373675;
71732789;16/01/2022 00:52;Spot;Staking Rewards;IOST;0.09373675;
71732789;17/01/2022 00:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;18/01/2022 00:54;Spot;Staking Rewards;IOST;0.09373675;
71732789;19/01/2022 00:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;20/01/2022 00:54;Spot;Staking Rewards;IOST;0.09373675;
71732789;21/01/2022 03:36;Spot;Staking Rewards;IOST;0.09373675;
71732789;22/01/2022 01:53;Spot;Staking Rewards;IOST;0.09373675;
71732789;22/01/2022 10:02;Spot;Transaction Spend;BUSD;-113.85000000;
71732789;22/01/2022 10:02;Spot;Transaction Buy;LUNA;2.07000000;
71732789;23/01/2022 01:55;Spot;Staking Rewards;IOST;0.09373675;
71732789;24/01/2022 01:54;Spot;Staking Rewards;IOST;0.09373675;
71732789;25/01/2022 01:18;Spot;Staking Rewards;IOST;0.09373675;
71732789;26/01/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;27/01/2022 00:49;Spot;Staking Rewards;IOST;0.09373675;
71732789;27/01/2022 21:54;Spot;Transaction Spend;BUSD;-112.87500000;
71732789;27/01/2022 21:54;Spot;Transaction Buy;LUNA;2.15000000;
71732789;28/01/2022 00:51;Spot;Staking Rewards;IOST;0.09373675;
71732789;29/01/2022 00:50;Spot;Staking Rewards;IOST;0.09373675;
71732789;30/01/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;31/01/2022 00:46;Spot;Staking Rewards;IOST;0.09373675;
71732789;01/02/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;02/02/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;03/02/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;04/02/2022 00:45;Spot;Staking Rewards;IOST;0.09373675;
71732789;05/02/2022 00:46;Spot;Staking Rewards;IOST;0.09373675;
71732789;05/02/2022 02:59;Spot;Transaction Revenue;USDT;385.15100000;
71732789;05/02/2022 02:59;Spot;Transaction Fee;BNB;-0.00072487;
71732789;05/02/2022 02:59;Spot;Transaction Sold;LUNA;-6.89000000;
71732789;06/02/2022 00:49;Spot;Staking Rewards;IOST;0.09373675;
71732789;07/02/2022 00:49;Spot;Staking Rewards;IOST;0.09373675;
71732789;08/02/2022 01:16;Spot;Staking Redemption;IOST;832.47562500;
71732789;09/03/2022 08:58;Spot;Transaction Spend;USDT;-299.96243910;
71732789;09/03/2022 08:58;Spot;Transaction Buy;BTC;0.00711000;
71732789;09/03/2022 08:58;Spot;Transaction Fee;BNB;-0.00056794;
71732789;09/03/2022 09:04;Spot;Transaction Fee;BNB;-0.00016197;
71732789;09/03/2022 09:04;Spot;Transaction Spend;USDT;-85.12350000;
71732789;09/03/2022 09:04;Spot;Transaction Buy;ADA;100.50000000;
71732789;29/03/2022 23:48;Spot;Transaction Sold;BTC;-0.00711000;
71732789;29/03/2022 23:48;Spot;Transaction Revenue;BUSD;337.82653080;
71732789;12/05/2022 16:27;Spot;Transaction Sold;FIO;-231.00000000;
71732789;12/05/2022 16:27;Spot;Transaction Revenue;BUSD;10.00230000;
71732789;22/05/2022 19:13;Spot;Transaction Spend;BUSD;-349.15050000;
71732789;22/05/2022 19:13;Spot;Transaction Buy;BTC;0.01165000;
71732789;19/09/2022 11:42;Spot;Airdrop Assets;ETHW;0.01573000;
71732789;12/11/2022 22:50;Spot;Transaction Spend;EUR;-146.61068800;
71732789;12/11/2022 22:50;Spot;Transaction Buy;BTC;0.00896000;
71732789;27/03/2023 16:14;Spot;Simple Earn Flexible Subscription;BTC;-0.02061008;Binance Earn
71732789;27/03/2023 16:14;Spot;Simple Earn Locked Subscription;MATIC;-94.17013885;Binance Earn
71732789;27/03/2023 16:15;Spot;Simple Earn Flexible Subscription;ADA;-154.88266640;Binance Earn
71732789;27/03/2023 16:15;Spot;Simple Earn Locked Subscription;FET;-85.61430000;Binance Earn
71732789;27/03/2023 16:16;Spot;Simple Earn Flexible Subscription;ETH;-0.01573000;Binance Earn
71732789;27/03/2023 16:16;Spot;Simple Earn Flexible Subscription;CHZ;-196.41339000;Binance Earn
71732789;27/03/2023 16:17;Spot;Simple Earn Flexible Subscription;SOL;-0.83000000;Binance Earn
71732789;27/03/2023 16:17;Spot;Simple Earn Flexible Subscription;ALICE;-10.07883543;Binance Earn
71732789;27/03/2023 16:17;Spot;Simple Earn Flexible Subscription;OCEAN;-41.55840000;Binance Earn
71732789;27/03/2023 16:17;Spot;Simple Earn Flexible Subscription;COTI;-151.94790000;Binance Earn
71732789;29/03/2023 01:21;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;29/03/2023 02:11;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;29/03/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;29/03/2023 02:19;Spot;Simple Earn Flexible Interest;ADA;0.00848610;Binance Earn
71732789;29/03/2023 02:22;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;29/03/2023 03:01;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;30/03/2023 01:21;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;30/03/2023 02:11;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;30/03/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;30/03/2023 02:19;Spot;Simple Earn Flexible Interest;ADA;0.00848637;Binance Earn
71732789;30/03/2023 02:23;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;30/03/2023 03:04;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;31/03/2023 01:24;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;31/03/2023 02:11;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;31/03/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;31/03/2023 02:18;Spot;Simple Earn Flexible Interest;ADA;0.00848664;Binance Earn
71732789;31/03/2023 02:22;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;31/03/2023 03:08;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;01/04/2023 01:13;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;01/04/2023 02:09;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;01/04/2023 02:10;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;01/04/2023 02:10;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;01/04/2023 02:10;Spot;Simple Earn Flexible Interest;ADA;0.01273113;Binance Earn
71732789;01/04/2023 02:21;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;02/04/2023 01:22;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;02/04/2023 02:10;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;02/04/2023 02:16;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;02/04/2023 02:18;Spot;Simple Earn Flexible Interest;ADA;0.01273152;Binance Earn
71732789;02/04/2023 02:21;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;02/04/2023 02:42;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;03/04/2023 01:22;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;03/04/2023 02:11;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;03/04/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;03/04/2023 02:18;Spot;Simple Earn Flexible Interest;ADA;0.01273189;Binance Earn
71732789;03/04/2023 02:22;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;03/04/2023 03:06;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;04/04/2023 01:14;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;04/04/2023 02:10;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;04/04/2023 02:16;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;04/04/2023 02:17;Spot;Simple Earn Flexible Interest;ADA;0.01273225;Binance Earn
71732789;04/04/2023 02:19;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;04/04/2023 02:20;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;05/04/2023 01:22;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;05/04/2023 02:10;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;05/04/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;05/04/2023 02:18;Spot;Simple Earn Flexible Interest;ADA;0.01273260;Binance Earn
71732789;05/04/2023 02:21;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;05/04/2023 03:09;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;06/04/2023 01:14;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;06/04/2023 02:10;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;06/04/2023 02:17;Spot;Simple Earn Flexible Interest;SOL;0.00002273;Binance Earn
71732789;06/04/2023 02:18;Spot;Simple Earn Flexible Interest;ADA;0.01273292;Binance Earn
71732789;06/04/2023 02:21;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
71732789;06/04/2023 02:44;Spot;Simple Earn Locked Rewards;FET;0.00752977;Binance Earn
71732789;07/04/2023 01:18;Spot;Simple Earn Locked Rewards;MATIC;0.01651179;Binance Earn
71732789;07/04/2023 02:11;Spot;Simple Earn Flexible Interest;BTC;0,00 ;Binance Earn
71732789;07/04/2023 02:18;Spot;Simple Earn Flexible Interest;SOL;0.00001591;Binance Earn
71732789;07/04/2023 02:19;Spot;Simple Earn Flexible Interest;ADA;0.00509236;Binance Earn
71732789;07/04/2023 02:23;Spot;Simple Earn Flexible Interest;ETH;1.0E-7;Binance Earn
